Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Dodge,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,25195.0
Dodge,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,20695.0
Dodge,2015,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,17.0,1851.0,31395.0
Dodge,2015,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,17.0,1851.0,31395.0
Dodge,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,27395.0
Dodge,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,26295.0
Dodge,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,26595.0
Dodge,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,33695.0
Dodge,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,28395.0
Dodge,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,17.0,1851.0,31795.0
Dodge,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,30895.0
Dodge,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,20995.0
Dodge,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,26.0,19.0,1851.0,24895.0
Dodge,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,29795.0
Dodge,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,19.0,1851.0,20995.0
Dodge,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,33695.0
Dodge,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,19.0,1851.0,26295.0
Dodge,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,29795.0
Dodge,2017,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,17.0,1851.0,31795.0
Dodge,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,30995.0
Dodge,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,26595.0
Dodge,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,19.0,1851.0,27495.0
Dodge,2017,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24.0,16.0,1851.0,28395.0
Dodge,2017,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,25.0,19.0,1851.0,24895.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,25240.0
Nissan,2015,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,31.0,25.0,2009.0,28020.0
Nissan,2015,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,29.0,25.0,2009.0,30020.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,26940.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,20250.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,22300.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,24150.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,22100.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,27230.0
Nissan,2015,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,34.0,28.0,2009.0,24830.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,34.0,28.0,2009.0,24830.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,22100.0
Nissan,2016,premium unleaded (required),211.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,31.0,25.0,2009.0,28020.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,22300.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,24150.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,26940.0
Nissan,2016,premium unleaded (required),215.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,29.0,25.0,2009.0,30020.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,20250.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,27230.0
Nissan,2016,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,25240.0
Nissan,2017,premium unleaded (required),215.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,31.0,26.0,2009.0,28020.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4,Compact,4dr Hatchback,33.0,27.0,2009.0,24830.0
Nissan,2017,premium unleaded (required),211.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,29.0,25.0,2009.0,30020.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,30.0,26.0,2009.0,27230.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,30.0,26.0,2009.0,26940.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,30.0,26.0,2009.0,24400.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,30.0,26.0,2009.0,22100.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,20250.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,22550.0
Nissan,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,2009.0,25240.0
Subaru,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,2,Compact,2dr Hatchback,29.0,24.0,640.0,2000.0
Subaru,1992,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4,Compact,4dr Hatchback,29.0,24.0,640.0,2000.0
Subaru,1992,regular unleaded,66.0,3.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,28.0,640.0,2000.0
Subaru,1992,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,28.0,640.0,2000.0
Subaru,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,32.0,28.0,640.0,2000.0
Subaru,1993,regular unleaded,73.0,3.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,28.0,640.0,2000.0
Subaru,1993,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4,Compact,4dr Hatchback,29.0,24.0,640.0,2000.0
Subaru,1993,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,28.0,640.0,2000.0
Subaru,1994,regular unleaded,73.0,3.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33.0,28.0,640.0,2000.0
Subaru,1994,regular unleaded,73.0,3.0,MANUAL,four wheel drive,4,Compact,4dr Hatchback,29.0,24.0,640.0,2000.0
Infiniti,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4,Large,4dr SUV,24.0,18.0,190.0,41250.0
Infiniti,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,all wheel drive,4,Large,4dr SUV,23.0,18.0,190.0,42650.0
Kia,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4,Large,Sedan,23.0,15.0,1720.0,59900.0
Kia,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4,Large,Sedan,23.0,15.0,1720.0,54500.0
Kia,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4,Large,Sedan,26.0,17.0,1720.0,49000.0
Kia,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4,Large,Sedan,23.0,15.0,1720.0,61900.0
Kia,2016,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4,Large,Sedan,26.0,17.0,1720.0,54900.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,23.0,481.0,21049.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,22049.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,24149.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,27299.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,23399.0
Suzuki,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,29.0,20.0,481.0,24849.0
Suzuki,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,29.0,20.0,481.0,23049.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,25949.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,22099.0
Suzuki,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,25499.0
Suzuki,2011,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,31.0,21.0,481.0,18999.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,23899.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,25249.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,27549.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,22299.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,23649.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,25749.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,24399.0
Suzuki,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,31.0,21.0,481.0,18999.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,26199.0
Suzuki,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,29.0,20.0,481.0,25099.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31.0,23.0,481.0,20999.0
Suzuki,2012,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,29.0,20.0,481.0,22249.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,27549.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,26199.0
Suzuki,2012,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,22349.0
Suzuki,2013,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,25799.0
Suzuki,2013,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30.0,23.0,481.0,21749.0
Suzuki,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,23249.0
Suzuki,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,28999.0
Suzuki,2013,regular unleaded,185.0,4.0,MANUAL,front wheel drive,4,Midsize,Sedan,29.0,20.0,481.0,19999.0
Suzuki,2013,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29.0,22.0,481.0,27199.0
Buick,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4,Large,Sedan,36.0,25.0,155.0,35725.0
Buick,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,31065.0
Buick,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4,Large,Sedan,26.0,17.0,155.0,40500.0
Buick,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,39970.0
Buick,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4,Large,Sedan,36.0,25.0,155.0,33635.0
Buick,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,38025.0
Buick,2015,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4,Large,Sedan,26.0,17.0,155.0,38730.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,34065.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,40145.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4,Large,Sedan,26.0,17.0,155.0,38905.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,35900.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,33810.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4,Large,Sedan,26.0,17.0,155.0,40675.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,38200.0
Buick,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,28.0,18.0,155.0,31065.0
Buick,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,31.0,21.0,155.0,36065.0
Buick,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,31.0,21.0,155.0,38665.0
Buick,2017,regular unleaded,310.0,6.0,AUTOMATIC,all wheel drive,4,Large,Sedan,29.0,20.0,155.0,43265.0
Buick,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,31.0,21.0,155.0,32065.0
Buick,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4,Large,Sedan,31.0,21.0,155.0,41065.0
Mitsubishi,2013,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,22.0,17.0,436.0,37895.0
Mitsubishi,2013,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4,Compact,Sedan,23.0,17.0,436.0,34695.0
Mitsubishi,2014,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,22.0,17.0,436.0,38195.0
Mitsubishi,2014,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4,Compact,Sedan,23.0,17.0,436.0,34995.0
Mitsubishi,2015,premium unleaded (required),303.0,4.0,MANUAL,all wheel drive,4,Compact,Sedan,23.0,17.0,436.0,37995.0
Mitsubishi,2015,premium unleaded (required),291.0,4.0,MANUAL,all wheel drive,4,Compact,Sedan,23.0,17.0,436.0,34495.0
Mitsubishi,2015,premium unleaded (required),291.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,22.0,17.0,436.0,38995.0
Mitsubishi,2012,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,29.0,22.0,436.0,21345.0
Mitsubishi,2012,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,24.0,436.0,18395.0
Mitsubishi,2013,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,24.0,436.0,18495.0
Mitsubishi,2013,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,29.0,22.0,436.0,21495.0
Mitsubishi,2014,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,29.0,22.0,436.0,21945.0
Mitsubishi,2014,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,32.0,24.0,436.0,18595.0
Mitsubishi,2015,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,34.0,25.0,436.0,17395.0
Mitsubishi,2015,premium unleaded (required),237.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,25.0,18.0,436.0,29495.0
Mitsubishi,2015,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,31.0,22.0,436.0,20595.0
Mitsubishi,2015,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,30.0,23.0,436.0,21595.0
Mitsubishi,2015,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,29.0,22.0,436.0,20995.0
Mitsubishi,2015,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,34.0,26.0,436.0,18295.0
Mitsubishi,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,35.0,27.0,436.0,18595.0
Mitsubishi,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,31.0,23.0,436.0,20995.0
Mitsubishi,2016,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,34.0,24.0,436.0,17595.0
Mitsubishi,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,31.0,24.0,436.0,23495.0
Mitsubishi,2016,regular unleaded,168.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,31.0,22.0,436.0,22495.0
Mitsubishi,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,31.0,23.0,436.0,19995.0
Mitsubishi,2016,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,31.0,23.0,436.0,21995.0
Mitsubishi,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,30.0,23.0,436.0,20295.0
Mitsubishi,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,30.0,23.0,436.0,21095.0
Mitsubishi,2017,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,34.0,27.0,436.0,18795.0
Mitsubishi,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,33.0,24.0,436.0,17795.0
Mitsubishi,2017,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4,Compact,Sedan,30.0,23.0,436.0,22095.0
Toyota,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18.0,13.0,2031.0,74078.125
Toyota,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18.0,13.0,2031.0,74078.125
Toyota,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18.0,13.0,2031.0,74078.125
Maybach,2011,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,4,Large,Convertible,16.0,10.0,67.0,74078.125
Maybach,2012,premium unleaded (required),495.0,9.0,AUTOMATIC,rear wheel drive,4,Large,Convertible,16.0,10.0,67.0,74078.125
Plymouth,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29.0,21.0,535.0,2000.0
Plymouth,1992,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Plymouth,1992,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Plymouth,1992,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2,Compact,2dr Hatchback,23.0,18.0,535.0,2000.0
Plymouth,1993,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2,Compact,2dr Hatchback,23.0,18.0,535.0,2000.0
Plymouth,1993,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Plymouth,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29.0,21.0,535.0,2000.0
Plymouth,1993,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Plymouth,1994,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2,Compact,2dr Hatchback,23.0,18.0,535.0,2000.0
Plymouth,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29.0,21.0,535.0,2000.0
Plymouth,1994,regular unleaded,195.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Plymouth,1994,regular unleaded,135.0,4.0,MANUAL,front wheel drive,2,Compact,2dr Hatchback,26.0,19.0,535.0,2000.0
Chrysler,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2,Compact,Coupe,26.0,17.0,1013.0,2000.0
Chrysler,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,26.0,18.0,1013.0,2000.0
Chrysler,1993,regular unleaded,100.0,4.0,UNKNOWN,front wheel drive,2,Compact,Coupe,26.0,21.0,1013.0,2000.0
Chrysler,1993,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2,Compact,Convertible,24.0,17.0,1013.0,2000.0
Chrysler,1993,regular unleaded,100.0,4.0,UNKNOWN,front wheel drive,2,Compact,Convertible,24.0,18.0,1013.0,2000.0
Chrysler,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2,Compact,Coupe,26.0,18.0,1013.0,2000.0
Chrysler,1993,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,26.0,21.0,1013.0,2000.0
Chrysler,1993,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2,Compact,Convertible,26.0,18.0,1013.0,2000.0
Chrysler,1994,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2,Compact,Convertible,26.0,18.0,1013.0,2000.0
Chrysler,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,24.0,18.0,1013.0,2000.0
Chrysler,1994,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4,Compact,Sedan,26.0,18.0,1013.0,2000.0
Chrysler,1995,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2,Compact,Convertible,26.0,18.0,1013.0,2000.0
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,34.0,25.0,210.0,2000.0
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,36.0,27.0,210.0,2000.0
Pontiac,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,36.0,27.0,210.0,2000.0
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,34.0,24.0,210.0,2000.0
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,26.0,210.0,2000.0
Pontiac,1992,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,26.0,210.0,2000.0
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,4,Compact,Sedan,37.0,26.0,210.0,2000.0
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,34.0,24.0,210.0,2000.0
Pontiac,1993,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2,Compact,Coupe,37.0,26.0,210.0,2000.0
Nissan,2014,electric,227.0,1.0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,42.0,31.0,2009.0,35020.0
Nissan,2014,electric,227.0,1.0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,42.0,31.0,2009.0,32000.0
Nissan,2014,electric,227.0,1.0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,42.0,31.0,2009.0,28980.0
Nissan,2015,electric,227.0,1.0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,42.0,31.0,2009.0,32100.0
Nissan,2015,electric,227.0,1.0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,42.0,31.0,2009.0,35120.0
